business_id,business_name,business_address,business_city,business_state,business_postal_code,business_latitude,business_longitude,business_location,business_phone_number,inspection_id,inspection_date,inspection_score,inspection_type,violation_id,violation_description,risk_category,address2
88653,The Deli King,1143 Taraval St,San Francisco,CA,,NA,NA,,14155665464,88653_20171012,10/12/2017 0:00,94,Routine - Unscheduled,88653_20171012_103120,Moderate risk food holding temperature,Moderate Risk,"1143 Taraval St, San Francisco, CA"
91485,Chez Nous Cafe,1145 Market St.,San Francisco,CA,94103,NA,NA,,NA,91485_20170830,8/30/2017 0:00,90,Routine - Unscheduled,91485_20170830_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1145 Market St., San Francisco, CA"
85363,Miyabiya Sushi and Grill,115 Cyril Magnin St,San Francisco,CA,94102,NA,NA,,NA,85363_20161128,11/28/2016 0:00,89,Routine - Unscheduled,85363_20161128_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"115 Cyril Magnin St, San Francisco, CA"
89128,The Bird,115 New Montgomery St,San Francisco,CA,94105,NA,NA,,NA,89128_20170320,3/20/2017 0:00,90,Routine - Unscheduled,89128_20170320_103120,Moderate risk food holding temperature,Moderate Risk,"115 New Montgomery St, San Francisco, CA"
82351,Scotch Bonnet Jamaican Food Truck,115 Sansome,San Francisco,CA,,NA,NA,,NA,82351_20160122,1/22/2016 0:00,NA,Structural Inspection,82351_20160122_103143,Inadequate warewashing facilities or equipment,Low Risk,"115 Sansome, San Francisco, CA"
90450,City Counter,115 Sansome St Suite 105,San Francisco,CA,94104,NA,NA,,NA,90450_20170428,4/28/2017 0:00,NA,New Ownership,,,,"115 Sansome St Suite 105, San Francisco, CA"
89955,Let's Roll,1152 Irving St,San Francisco,CA,94122,NA,NA,,14155710009,89955_20161130,11/30/2016 0:00,NA,New Ownership,,,,"1152 Irving St, San Francisco, CA"
93533,Lifeworks @ Levi's,1155 Battery St,San Francisco,CA,94111,NA,NA,,NA,93533_20171121,11/21/2017 0:00,NA,New Ownership,93533_20171121_103120,Moderate risk food holding temperature,Moderate Risk,"1155 Battery St, San Francisco, CA"
90221,Iza Ramen,1155 Folsom St,San Francisco,CA,94103,NA,NA,,NA,90221_20171004,10/4/2017 0:00,NA,Reinspection/Followup,,,,"1155 Folsom St, San Francisco, CA"
91455,Casey's Pizza,1170 4th Street,San Francisco,CA,94158,NA,NA,,NA,91455_20170905,9/5/2017 0:00,NA,New Ownership,,,,"1170 4th Street, San Francisco, CA"
70702,Osso Steakhouse,1177 California St,San Francisco,CA,94108,NA,NA,,14155776776,70702_20160713,7/13/2016 0:00,98,Routine - Unscheduled,70702_20160713_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1177 California St, San Francisco, CA"
79299,Focaccia Market Bakery,1198 Mission St,San Francisco,CA,94103,NA,NA,,NA,79299_20160826,8/26/2016 0:00,NA,Reinspection/Followup,,,,"1198 Mission St, San Francisco, CA"
74133,The Little Spot Cafe,1199 South Van Ness Ave,San Francisco,CA,94110,NA,NA,,NA,74133_20160603,6/3/2016 0:00,90,Routine - Unscheduled,74133_20160603_103120,Moderate risk food holding temperature,Moderate Risk,"1199 South Van Ness Ave, San Francisco, CA"
85224,Chica,120 Green St,San Francisco,CA,94111,NA,NA,,NA,85224_20160711,7/11/2016 0:00,NA,Reinspection/Followup,,,,"120 Green St, San Francisco, CA"
85480,Jimmy John's,120 Pine St,San Francisco,CA,94111,NA,NA,,NA,85480_20160629,6/29/2016 0:00,92,Routine - Unscheduled,85480_20160629_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"120 Pine St, San Francisco, CA"
90539,Andronica's Community Markets,1200 Irving St,San Francisco,CA,94122,NA,NA,,NA,90539_20170202,2/2/2017 0:00,NA,New Ownership,,,,"1200 Irving St, San Francisco, CA"
79729,Burger King #4474,1200 Market St,San Francisco,CA,94102,NA,NA,,NA,79729_20160222,2/22/2016 0:00,NA,Reinspection/Followup,,,,"1200 Market St, San Francisco, CA"
82806,Gallery Cafe,1200 Mason St,San Francisco,CA,94108,NA,NA,,14155969022,82806_20150508,5/8/2015 0:00,NA,New Ownership,,,,"1200 Mason St, San Francisco, CA"
78742,Steve & Kate's Camp,1201 Ortega St,San Francisco,CA,94122,NA,NA,,NA,78742_20160512,5/12/2016 0:00,100,Routine - Unscheduled,,,,"1201 Ortega St, San Francisco, CA"
82360,Square Meals,1207 Divisadero St,San Francisco,CA,94115,NA,NA,,14155671069,82360_20150413,4/13/2015 0:00,NA,New Ownership,,,,"1207 Divisadero St, San Francisco, CA"
87927,K-OZ Restaurant Brewery,121 7th St.,San Francisco,CA,94103,NA,NA,,NA,87927_20170512,5/12/2017 0:00,NA,Complaint,,,,"121 7th St., San Francisco, CA"
91811,Smitten Ice Cream,121 Capp St,San Francisco,CA,94110,NA,NA,,NA,91811_20170922,9/22/2017 0:00,NA,New Construction,,,,"121 Capp St, San Francisco, CA"
78769,St. Anthony Foundation,121 Golden Gate Ave,San Francisco,CA,94102,NA,NA,,NA,78769_20171006,10/6/2017 0:00,NA,Non-inspection site visit,,,,"121 Golden Gate Ave, San Francisco, CA"
83759,Eatsa,"121 Spear St., B08",San Francisco,CA,94105,NA,NA,,NA,83759_20150814,8/14/2015 0:00,NA,New Ownership,,,,"121 Spear St., B08, San Francisco, CA"
84418,"Dong Hing, LLC",1210 Stockton St,San Francisco,CA,94133,NA,NA,,NA,84418_20160510,5/10/2016 0:00,NA,Reinspection/Followup,,,,"1210 Stockton St, San Francisco, CA"
84547,"New Fruit Garden, LLC",1216 Stockton St,San Francisco,CA,94133,NA,NA,,NA,84547_20151007,10/7/2015 0:00,NA,New Ownership,84547_20151007_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1216 Stockton St, San Francisco, CA"
89830,Stop-N-Wrap,1217 Geneva Ave,San Francisco,CA,94112,NA,NA,,NA,89830_20170304,3/4/2017 0:00,NA,Reinspection/Followup,89830_20170304_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1217 Geneva Ave, San Francisco, CA"
90083,Rusted Mule,1217 Sutter St,San Francisco,CA,94109,NA,NA,,NA,90083_20161229,12/29/2016 0:00,NA,New Construction,,,,"1217 Sutter St, San Francisco, CA"
89856,The Korean Kitchen,1220 09th Ave,San Francisco,CA,,NA,NA,,14155735897,89856_20161202,12/2/2016 0:00,NA,New Ownership,,,,"1220 09th Ave, San Francisco, CA"
87605,Crepes Ooh La La,1220 Polk St,San Francisco,CA,94109,NA,NA,,NA,87605_20161005,10/5/2016 0:00,NA,New Ownership,,,,"1220 Polk St, San Francisco, CA"
91413,Pesce E Riso Restaurant,1224 Grant Ave,San Francisco,CA,94133,NA,NA,,NA,91413_20170718,7/18/2017 0:00,NA,Reinspection/Followup,,,,"1224 Grant Ave, San Francisco, CA"
70217,Sun Sun Trading co.,1226 Stockton St,San Francisco,CA,94133,NA,NA,,NA,70217_20160229,2/29/2016 0:00,92,Routine - Unscheduled,70217_20160229_103131,Moderate risk vermin infestation,Moderate Risk,"1226 Stockton St, San Francisco, CA"
89865,Fermentation Lab,1230 Market St,San Francisco,CA,94102,NA,NA,,NA,89865_20171026,10/26/2017 0:00,94,Routine - Unscheduled,89865_20171026_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1230 Market St, San Francisco, CA"
76729,Quetzal,1234 Polk St,San Francisco,CA,94109,NA,NA,,NA,76729_20160504,5/4/2016 0:00,82,Routine - Unscheduled,76729_20160504_103131,Moderate risk vermin infestation,Moderate Risk,"1234 Polk St, San Francisco, CA"
91954,ABC Falafel,1235 Van Ness Ave,San Francisco,CA,94109,NA,NA,,NA,91954_20171130,11/30/2017 0:00,NA,Reinspection/Followup,,,,"1235 Van Ness Ave, San Francisco, CA"
88133,Taste on Ellis,124 Ellis St,San Francisco,CA,94102,NA,NA,,14155562510,88133_20170113,1/13/2017 0:00,NA,New Ownership,,,,"124 Ellis St, San Francisco, CA"
91008,Village Pizzeria,1243 Van Ness Ave,San Francisco,CA,94109,NA,NA,,NA,91008_20170424,4/24/2017 0:00,NA,New Ownership,91008_20170424_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"1243 Van Ness Ave, San Francisco, CA"
78536,Vega At Langton,1246 Folsom St.,San Francisco,CA,94103,NA,NA,,14155267581,78536_20180307,3/7/2018 0:00,100,Routine - Unscheduled,,,,"1246 Folsom St., San Francisco, CA"
72164,Modern Thai Inc.,1247 Polk St,San Francisco,CA,94109,NA,NA,,NA,72164_20180223,2/23/2018 0:00,NA,Reinspection/Followup,,,,"1247 Polk St, San Francisco, CA"
91330,New Moon Restaurant,1247 Stockton St,San Francisco,CA,94133,NA,NA,,14154431128,91330_20171221,12/21/2017 0:00,83,Routine - Unscheduled,91330_20171221_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"1247 Stockton St, San Francisco, CA"
91999,Little Swan Bakery,1249 Stockton St,San Francisco,CA,94133,NA,NA,,14156622052,91999_20170718,7/18/2017 0:00,90,Routine - Unscheduled,91999_20170718_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"1249 Stockton St, San Francisco, CA"
90045,Vitrine Restaurant,125 3rd St 4th Floor,San Francisco,CA,94103,NA,NA,,NA,90045_20170227,2/27/2017 0:00,96,Routine - Unscheduled,90045_20170227_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"125 3rd St 4th Floor, San Francisco, CA"
90039,Grill Restaurant & Lobby Bar,125 3rd St.,San Francisco,CA,94103,NA,NA,,NA,90039_20170227,2/27/2017 0:00,90,Routine - Unscheduled,90039_20170227_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"125 3rd St., San Francisco, CA"
90040,St. Regis Hotel San Francisco Main Kitchen,"125 3rd St., 2nd Floor",San Francisco,CA,94103,NA,NA,,NA,90040_20170227,2/27/2017 0:00,94,Routine - Unscheduled,90040_20170227_103139,Improper food storage,Low Risk,"125 3rd St., 2nd Floor, San Francisco, CA"
90114,San Francisco Marriott Fisherman's Wharf,1250 Columbus Ave,San Francisco,CA,94133,NA,NA,,NA,90114_20171213,12/13/2017 0:00,98,Routine - Unscheduled,90114_20171213_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1250 Columbus Ave, San Francisco, CA"
87167,Poke Bowl,1250 Ocean Ave,San Francisco,CA,94112,NA,NA,,14155666408,87167_20160504,5/4/2016 0:00,NA,Reinspection/Followup,,,,"1250 Ocean Ave, San Francisco, CA"
70839,Rosa Parks Senior Center,1251 Turk St,San Francisco,CA,94102,NA,NA,,NA,70839_20161208,12/8/2016 0:00,89,Routine - Unscheduled,70839_20161208_103120,Moderate risk food holding temperature,Moderate Risk,"1251 Turk St, San Francisco, CA"
93362,Cafe Valencia,1252 Valencia St.,San Francisco,CA,94110,NA,NA,,NA,93362_20171027,10/27/2017 0:00,NA,New Ownership,,,,"1252 Valencia St., San Francisco, CA"
70547,Parlor 1255,1255 Battery St Ste. 700,San Francisco,CA,94111,NA,NA,,NA,70547_20160222,2/22/2016 0:00,82,Routine - Unscheduled,70547_20160222_103103,High risk food holding temperature,High Risk,"1255 Battery St Ste. 700, San Francisco, CA"
81033,May Lee Restaurant,1256 7th Ave,San Francisco,CA,94122,NA,NA,,14155241006,81033_20160822,8/22/2016 0:00,90,Routine - Unscheduled,81033_20160822_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"1256 7th Ave, San Francisco, CA"
91205,The Meatball Bar,126 Sutter St,San Francisco,CA,94104,NA,NA,,NA,91205_20180215,2/15/2018 0:00,91,Routine - Unscheduled,91205_20180215_103105,Improper cooling methods,High Risk,"126 Sutter St, San Francisco, CA"
91809,Lemonade,1266 9th Ave,San Francisco,CA,94122,NA,NA,,NA,91809_20170609,6/9/2017 0:00,NA,New Ownership,,,,"1266 9th Ave, San Francisco, CA"
86213,Tamarind Hall,1268 Grant Ave,San Francisco,CA,94133,NA,NA,,NA,86213_20160708,7/8/2016 0:00,NA,Reinspection/Followup,,,,"1268 Grant Ave, San Francisco, CA"
91028,New York Pizza Kitchen,127 Eddy St,San Francisco,CA,94102,NA,NA,,NA,91028_20180322,3/22/2018 0:00,89,Routine - Unscheduled,91028_20180322_103119,Inadequate and inaccessible handwashing facilities,Moderate Risk,"127 Eddy St, San Francisco, CA"
82635,Epicurean at Dolby,1275 Market St,San Francisco,CA,94103,NA,NA,,NA,82635_20171204,12/4/2017 0:00,96,Routine - Unscheduled,82635_20171204_103145,Improper storage of equipment utensils or linens,Low Risk,"1275 Market St, San Francisco, CA"
91302,Alta,1275 Minnesota St,San Francisco,CA,94107,NA,NA,,NA,91302_20170503,5/3/2017 0:00,NA,New Construction,,,,"1275 Minnesota St, San Francisco, CA"
79296,Puccini & Pinetti,129 Ellis St,San Francisco,CA,94102,NA,NA,,NA,79296_20171013,10/13/2017 0:00,87,Routine - Unscheduled,79296_20171013_103120,Moderate risk food holding temperature,Moderate Risk,"129 Ellis St, San Francisco, CA"
82337,San Francisco Hometown Creamery,1290 9th Ave,San Francisco,CA,94122,NA,NA,,14151407802,82337_20150611,6/11/2015 0:00,NA,New Construction,,,,"1290 9th Ave, San Francisco, CA"
80989,Best Beverage Catering,1290 Sutter St,San Francisco,CA,94109,NA,NA,,14155642410,80989_20160520,5/20/2016 0:00,90,Routine - Unscheduled,80989_20160520_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1290 Sutter St, San Francisco, CA"
84527,San Francisco Organic,1298 Shotwell St  D,San Francisco,CA,94110,NA,NA,,NA,84527_20160916,9/16/2016 0:00,NA,Non-inspection site visit,,,,"1298 Shotwell St  D, San Francisco, CA"
86231,"Brew Brothers Cafe, Inc.",1299 Pacific Ave,San Francisco,CA,94109,NA,NA,,NA,86231_20161021,10/21/2016 0:00,88,Routine - Unscheduled,86231_20161021_103161,Low risk vermin infestation,Low Risk,"1299 Pacific Ave, San Francisco, CA"
85063,The Spanish Table,130 Clement St,San Francisco,CA,94118,NA,NA,,NA,85063_20160616,6/16/2016 0:00,96,Routine - Unscheduled,85063_20160616_103120,Moderate risk food holding temperature,Moderate Risk,"130 Clement St, San Francisco, CA"
86124,Jamba Juice,1300 9th Ave,San Francisco,CA,94122,NA,NA,,14155205946,86124_20160725,7/25/2016 0:00,NA,New Ownership,,,,"1300 9th Ave, San Francisco, CA"
92426,Luv A Java,1300 Dolores St.,San Francisco,CA,94110,NA,NA,,NA,92426_20180111,1/11/2018 0:00,NA,Reinspection/Followup,,,,"1300 Dolores St., San Francisco, CA"
85713,Ritual Coffee Roasters,1300 Haight St,San Francisco,CA,94117,NA,NA,,14155641024,85713_20160915,9/15/2016 0:00,NA,New Construction,,,,"1300 Haight St, San Francisco, CA"
90130,Golden Island Cafe,1300 Noriega St,San Francisco,CA,94122,NA,NA,,14155815908,90130_20170406,4/6/2017 0:00,NA,Reinspection/Followup,,,,"1300 Noriega St, San Francisco, CA"
88489,The Huge Hotdog Concession,1300 Polk St,San Francisco,CA,94109,NA,NA,,14150916067,88489_20160916,9/16/2016 0:00,NA,New Construction,,,,"1300 Polk St, San Francisco, CA"
86766,Coffee Cultures SOMA,1301 Mission St.,San Francisco,CA,94103,NA,NA,,NA,86766_20170512,5/12/2017 0:00,94,Routine - Unscheduled,86766_20170512_103124,Inadequately cleaned or sanitized food contact surfaces,Moderate Risk,"1301 Mission St., San Francisco, CA"
92844,Wok Shop Cafe,1307 Sutter St,San Francisco,CA,94109,NA,NA,,NA,92844_20171025,10/25/2017 0:00,NA,New Ownership - Followup,92844_20171025_103120,Moderate risk food holding temperature,Moderate Risk,"1307 Sutter St, San Francisco, CA"
78669,Chantal Guillon,1309 Howard St,San Francisco,CA,94103,NA,NA,,NA,78669_20180307,3/7/2018 0:00,98,Routine - Unscheduled,78669_20180307_103153,Inadequate dressing rooms or improper storage of personal items,Low Risk,"1309 Howard St, San Francisco, CA"
85690,Chico's Pizza,131 06th St,San Francisco,CA,94103,NA,NA,,NA,85690_20160122,1/22/2016 0:00,NA,New Ownership,85690_20160122_103145,Improper storage of equipment utensils or linens,Low Risk,"131 06th St, San Francisco, CA"
84629,West Portal Club House,131 Lenox Way,San Francisco,CA,94127,NA,NA,,14155757038,84629_20151113,11/13/2015 0:00,NA,Routine - Unscheduled,84629_20151113_103145,Improper storage of equipment utensils or linens,Low Risk,"131 Lenox Way, San Francisco, CA"
71501,Crepe & Brioche,1310 09th Ave,San Francisco,CA,94122,NA,NA,,NA,71501_20160710,7/10/2016 0:00,100,Routine - Unscheduled,,,,"1310 09th Ave, San Francisco, CA"
85532,Chubby Noodle,1310 Grant Ave,San Francisco,CA,94133,NA,NA,,NA,85532_20151214,12/14/2015 0:00,92,Routine - Unscheduled,85532_20151214_103154,Unclean or degraded floors walls or ceilings,Low Risk,"1310 Grant Ave, San Francisco, CA"
75973,BB Tea Station LLC,1314 Noriega St,San Francisco,CA,94122,NA,NA,,14155290077,75973_20160610,6/10/2016 0:00,100,Routine - Unscheduled,,,,"1314 Noriega St, San Francisco, CA"
91561,China North Dumpling,1315 Noriega St,San Francisco,CA,94122,NA,NA,,NA,91561_20170808,8/8/2017 0:00,77,Routine - Unscheduled,91561_20170808_103133,Foods not protected from contamination,Moderate Risk,"1315 Noriega St, San Francisco, CA"
87364,"Dip, LLC",1318 Grant Ave,San Francisco,CA,94133,NA,NA,,NA,87364_20161110,11/10/2016 0:00,NA,New Construction,,,,"1318 Grant Ave, San Francisco, CA"
89728,Frena,132 6th St,San Francisco,CA,94103,NA,NA,,NA,89728_20180122,1/22/2018 0:00,91,Routine - Unscheduled,89728_20180122_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"132 6th St, San Francisco, CA"
78781,Eight AM,1323 Columbus Ave,San Francisco,CA,94133,NA,NA,,NA,78781_20160415,4/15/2016 0:00,NA,Reinspection/Followup,78781_20160415_103149,Wiping cloths not clean or properly stored or inadequate sanitizer,Low Risk,"1323 Columbus Ave, San Francisco, CA"
88577,Tai Chi Jiangbing,1325 9th Ave,San Francisco,CA,94122,NA,NA,,14155219385,88577_20161109,11/9/2016 0:00,71,Routine - Unscheduled,88577_20161109_103102,Unclean hands or improper use of gloves,High Risk,"1325 9th Ave, San Francisco, CA"
5833,RAP/HILLTOP School,1325 FLORIDA St,San Francisco,CA,94110,NA,NA,,14155695606,5833_20171002,10/2/2017 0:00,98,Routine - Unscheduled,5833_20171002_103148,No thermometers or uncalibrated thermometers,Low Risk,"1325 FLORIDA St, San Francisco, CA"
81460,"Le Soleil International Holdings, Inc",133 Clement  St.,San Francisco,CA,94118,NA,NA,,14155664848,81460_20150723,7/23/2015 0:00,55,Routine - Unscheduled,81460_20150723_103133,Foods not protected from contamination,Moderate Risk,"133 Clement  St., San Francisco, CA"
76909,Caffe Central,133 O'Farrell St,San Francisco,CA,94102,NA,NA,,NA,76909_20151124,11/24/2015 0:00,93,Routine - Unscheduled,76909_20151124_103103,High risk food holding temperature,High Risk,"133 O'Farrell St, San Francisco, CA"
86168,I Cafe Chinatown,133 Waverly Pl,San Francisco,CA,94108,NA,NA,,NA,86168_20161004,10/4/2016 0:00,90,Routine - Unscheduled,86168_20161004_103156,Permit license or inspection report not posted,Low Risk,"133 Waverly Pl, San Francisco, CA"
83843,Annie's Hot Dogs,1330 25th St,San Francisco,CA,94107,NA,NA,,NA,83843_20160212,2/12/2016 0:00,NA,New Ownership,83843_20160212_103102,Unclean hands or improper use of gloves,High Risk,"1330 25th St, San Francisco, CA"
74794,Baiano Pizzeria,1330 9th Ave,San Francisco,CA,94122,NA,NA,,14155663777,74794_20150512,5/12/2015 0:00,80,Routine - Unscheduled,74794_20150512_103144,Unapproved or unmaintained equipment or utensils,Low Risk,"1330 9th Ave, San Francisco, CA"
73978,The Crew,1330 Noriega St,San Francisco,CA,94122,NA,NA,,14155668548,73978_20160913,9/13/2016 0:00,100,Routine - Unscheduled,,,,"1330 Noriega St, San Francisco, CA"
80887,Supercue Cafe,1330 Ocean Ave,San Francisco,CA,94112,NA,NA,,14158895188,80887_20161109,11/9/2016 0:00,NA,Reinspection/Followup,,,,"1330 Ocean Ave, San Francisco, CA"
